prefecture-level city,Prefecture level city code,year,Local general public budget expenditures_Ten thousand yuan_Citywide,science and technology expenditure_Ten thousand yuan_Citywide,Scientific and technological level
Guangzhou City,440100,2018,25061818,1636655,0.06530472
Guangzhou City,440100,2019,28653263,2439456,0.08513711
Guangzhou City,440100,2020,29526468,2241321,0.07590888
Guangzhou City,440100,2021,30211834,2012478,0.06661224
Shaoguan City,440200,2003,335728,670,0.00199566
Shaoguan City,440200,2004,427667,1075,0.00251364
Shaoguan City,440200,2005,445480,553,0.00124136
Shaoguan City,440200,2006,482238,832,0.00172529
Shaoguan City,440200,2007,586146,6258,0.01067652
Shaoguan City,440200,2008,713284,10647,0.01492673
Shaoguan City,440200,2009,885895,12064,0.01361787
Shaoguan City,440200,2010,1002379,14243,0.0142092
Shaoguan City,440200,2011,1285586,19984,0.01554466
Shaoguan City,440200,2012,1480357,26210,0.01770519
Shaoguan City,440200,2013,1683222,25076,0.01489762
Shaoguan City,440200,2014,1971822,24233,0.01228965
Shaoguan City,440200,2015,2815130,53657,0.01906022
Shaoguan City,440200,2016,2680179,48391,0.01805514
Shaoguan City,440200,2017,3109078,59884,0.01926102
Shaoguan City,440200,2018,3392688,45974,0.01355091
Shaoguan City,440200,2019,3825719,90824,0.02374037
Shaoguan City,440200,2020,3943451,66409,0.01684033
Shaoguan City,440200,2021,3701920,37364,0.01009314
Shenzhen,440300,2003,3489526,15274,0.0043771
Shenzhen,440300,2004,3862873,13754,0.00356056
Shenzhen,440300,2005,5991600,16300,0.00272048
Shenzhen,440300,2006,5714231,16769,0.0029346
Shenzhen,440300,2007,7279563,498998,0.0685478
Shenzhen,440300,2008,8898555,546820,0.06145043
Shenzhen,440300,2009,10008394,791591,0.07909271
Shenzhen,440300,2010,12652699,998426,0.07891012
Shenzhen,440300,2011,15905599,704863,0.0443154
Shenzhen,440300,2012,15657078,791239,0.05053555
Shenzhen,440300,2013,16908280,1329814,0.07864869
Shenzhen,440300,2014,21661400,946000,0.04367215
Shenzhen,440300,2015,35216708,2143182,0.06085697
Shenzhen,440300,2016,42110429,4035240,0.09582519
Shenzhen,440300,2017,45938003,3518252,0.07658696
Shenzhen,440300,2018,42825379,5549817,0.12959178
Shenzhen,440300,2019,45527336,5484249,0.12046057
Shenzhen,440300,2020,41777162,3366341,0.0805785
Shenzhen,440300,2021,45702233,3822518,0.08363963
Zhuhai city,440400,2003,453492,2808,0.00619195
Zhuhai city,440400,2004,508902,4280,0.00841026
Zhuhai city,440400,2005,577675,5487,0.00949842
Zhuhai city,440400,2006,704901,4996,0.00708752
Zhuhai city,440400,2007,828160,20801,0.02511713
Zhuhai city,440400,2008,1056005,30006,0.02841464
Zhuhai city,440400,2009,1212918,39795,0.03280931
Zhuhai city,440400,2010,1664116,56984,0.03424281
Zhuhai city,440400,2011,1903744,73453,0.03858344
Zhuhai city,440400,2012,2122023,88312,0.04161689
Zhuhai city,440400,2013,2520300,121303,0.04813038
Zhuhai city,440400,2014,2758953,125185,0.0453741
Zhuhai city,440400,2015,3887661,286324,0.07364943
Zhuhai city,440400,2016,4171576,352358,0.0844664
Zhuhai city,440400,2017,4938852,453039,0.09172962
Zhuhai city,440400,2018,5725211,455217,0.07951096
Zhuhai city,440400,2019,6157366,488867,0.07939548
Zhuhai city,440400,2020,6776159,515050,0.07600914
Zhuhai city,440400,2021,7866577,495071,0.06293347
Shan Tou,440500,2003,447542,4734,0.01057778
Shan Tou,440500,2004,441369,1847,0.00418471
Shan Tou,440500,2005,501350,1872,0.00373392
Shan Tou,440500,2006,599268,2251,0.00375625
Shan Tou,440500,2007,728928,10475,0.01437042
Shan Tou,440500,2008,874279,11529,0.01318687
Shan Tou,440500,2009,993505,13205,0.01329133
Shan Tou,440500,2010,1217123,14491,0.01190595
Shan Tou,440500,2011,1516613,24858,0.01639047
Shan Tou,440500,2012,1729327,23952,0.01385047
Shan Tou,440500,2013,1912649,26355,0.01377932
Shan Tou,440500,2014,2137239,20977,0.009815
Shan Tou,440500,2015,2809762,34155,0.01215583
Shan Tou,440500,2016,2957418,58376,0.01973884
Shan Tou,440500,2017,3316327,49200,0.01483569
Shan Tou,440500,2018,3271013,39795,0.01216596
Shan Tou,440500,2019,3865350,63821,0.01651105
Shan Tou,440500,2020,4272606,54899,0.01284907
Shan Tou,440500,2021,4129165,65088,0.01576299
Foshan City,440600,2003,1204456,21713,0.01802723
Foshan City,440600,2004,1309263,16962,0.01295538
Foshan City,440600,2005,1508546,18679,0.01238212
Foshan City,440600,2006,1754017,20095,0.01145656
Foshan City,440600,2007,2066701,73738,0.03567908
Foshan City,440600,2008,2445100,79035,0.03232383
Foshan City,440600,2009,2669855,84083,0.03149347
Foshan City,440600,2010,3633477,113366,0.03120042
Foshan City,440600,2011,3886840,128974,0.03318223
Foshan City,440600,2012,4339550,168320,0.03878743
Foshan City,440600,2013,4883953,163697,0.03351732
Foshan City,440600,2014,5250119,153760,0.02928696
Foshan City,440600,2015,7999307,302739,0.03784565
Foshan City,440600,2016,6958523,349559,0.05023465
Foshan City,440600,2017,7749551,462621,0.05969649
Foshan City,440600,2018,8065443,546769,0.06779156
Foshan City,440600,2019,9413223,981555,0.10427406
Foshan City,440600,2020,10030420,1015580,0.10125
Foshan City,440600,2021,10720104,1016580,0.0948293
Jiangmen,440700,2003,413762,2146,0.00518656
Jiangmen,440700,2004,475813,2879,0.0060507
Jiangmen,440700,2005,542353,4197,0.0077385
Jiangmen,440700,2006,633967,4856,0.0076597
Jiangmen,440700,2007,763994,18776,0.02457611
Jiangmen,440700,2008,925977,22100,0.02386668
Jiangmen,440700,2009,1110750,22519,0.02027369
Jiangmen,440700,2010,1329847,29897,0.02248153
Jiangmen,440700,2011,1653028,38554,0.02332326
Jiangmen,440700,2012,1881150,54117,0.02876804
Jiangmen,440700,2013,2126085,52778,0.02482403
Jiangmen,440700,2014,2360956,51532,0.02182675
Jiangmen,440700,2015,2928957,79850,0.02726226
Jiangmen,440700,2016,2932116,94638,0.03227635
Jiangmen,440700,2017,3332625,110216,0.03307183
Jiangmen,440700,2018,3778763,132816,0.03514801
Jiangmen,440700,2019,4212384,153988,0.03655602
Jiangmen,440700,2020,4423756,167329,0.0378251
Jiangmen,440700,2021,4602455,175065,0.03803731
Zhangjiang City,440800,2003,441062,851,0.00192943
Zhangjiang City,440800,2004,487841,1094,0.00224253
Zhangjiang City,440800,2005,576309,1034,0.00179418
Zhangjiang City,440800,2006,698754,1529,0.00218818
Zhangjiang City,440800,2007,942136,5150,0.0054663
Zhangjiang City,440800,2008,1110111,5252,0.00473106
Zhangjiang City,440800,2009,1232697,6242,0.00506369
Zhangjiang City,440800,2010,1536453,5809,0.00378079
Zhangjiang City,440800,2011,1868148,9507,0.005089
Zhangjiang City,440800,2012,2182446,15815,0.00724646
Zhangjiang City,440800,2013,2654423,12965,0.0048843
Zhangjiang City,440800,2014,2795321,14416,0.00515719
Zhangjiang City,440800,2015,4123572,23094,0.00560048
Zhangjiang City,440800,2016,3811065,46222,0.01212837
Zhangjiang City,440800,2017,4427021,38479,0.00869185
Zhangjiang City,440800,2018,4813650,29871,0.00620548
Zhangjiang City,440800,2019,5031027,43753,0.00869663
Zhangjiang City,440800,2020,5385867,31411,0.00583212
Zhangjiang City,440800,2021,5473873,16691,0.00304921
Maoming City,440900,2003,345610,737,0.00213246
Maoming City,440900,2004,419544,782,0.00186393
Maoming City,440900,2005,452809,1174,0.0025927
Maoming City,440900,2006,565859,1171,0.00206942
Maoming City,440900,2007,699654,4545,0.00649607
Maoming City,440900,2008,839748,5096,0.00606849
Maoming City,440900,2009,977015,6028,0.00616981
Maoming City,440900,2010,1211898,4387,0.00361994
Maoming City,440900,2011,1617860,11707,0.0072361
Maoming City,440900,2012,1922682,10198,0.00530405
Maoming City,440900,2013,2185926,10619,0.0048579
Maoming City,440900,2014,2632379,6800,0.00258321
Maoming City,440900,2015,3399019,8024,0.00236068
Maoming City,440900,2016,3497300,15698,0.00448861
Maoming City,440900,2017,3819209,16932,0.00443338
Maoming City,440900,2018,4234738,33321,0.00786849
Maoming City,440900,2019,4581230,37030,0.00808298
Maoming City,440900,2020,4610497,28856,0.00625876
Maoming City,440900,2021,4895377,33981,0.00694145
Zhaoqing,441200,2003,318983,3390,0.01062753
Zhaoqing,441200,2004,355309,1543,0.0043427
Zhaoqing,441200,2005,406430,1879,0.00462318
Zhaoqing,441200,2006,489383,2456,0.00501856
Zhaoqing,441200,2007,613473,13345,0.0217532
Zhaoqing,441200,2008,789942,16644,0.0210699
Zhaoqing,441200,2009,1069336,21464,0.02007227
Zhaoqing,441200,2010,1276606,22967,0.01799067
Zhaoqing,441200,2011,1570098,30926,0.01969686
Zhaoqing,441200,2012,1764897,38605,0.0218738
Zhaoqing,441200,2013,2004040,33989,0.01696024
Zhaoqing,441200,2014,2417130,40431,0.01672686
Zhaoqing,441200,2015,2677067,49802,0.0186032
Zhaoqing,441200,2016,2481551,42231,0.01701799
Zhaoqing,441200,2017,2711538,58617,0.02161762
Zhaoqing,441200,2018,3157167,69917,0.02214549
Zhaoqing,441200,2019,3516452,87078,0.02476303
Zhaoqing,441200,2020,4305842,101601,0.02359608
Zhaoqing,441200,2021,3967991,109396,0.02756962
Huizhou,441300,2003,387786,1798,0.00463658
Huizhou,441300,2004,459451,1700,0.00370007
Huizhou,441300,2005,524097,1766,0.00336961
Huizhou,441300,2006,660323,2566,0.00388598
Huizhou,441300,2007,860589,10308,0.01197784
Huizhou,441300,2008,1062985,16299,0.01533324
Huizhou,441300,2009,1347527,23766,0.01763675
Huizhou,441300,2010,1854379,35738,0.01927222
Huizhou,441300,2011,2272099,52944,0.0233018
Huizhou,441300,2012,2740831,51031,0.01861881
Huizhou,441300,2013,3282913,55635,0.01694684
Huizhou,441300,2014,3729722,197644,0.05299162
Huizhou,441300,2015,4860668,197946,0.04072403
Huizhou,441300,2016,5090750,218192,0.04286048
Huizhou,441300,2017,5540130,258472,0.0466545
Huizhou,441300,2018,5442151,221734,0.04074382
Huizhou,441300,2019,6149163,251859,0.04095826
Huizhou,441300,2020,6373752,245604,0.03853366
Huizhou,441300,2021,6633104,236203,0.03560972
Meizhou City,441400,2003,385415,8900,0.02309199
Meizhou City,441400,2004,420428,1050,0.00249745
Meizhou City,441400,2005,462268,1075,0.00232549
Meizhou City,441400,2006,571885,1497,0.00261766
Meizhou City,441400,2007,720855,6449,0.00894632
Meizhou City,441400,2008,816147,6571,0.00805125
Meizhou City,441400,2009,972618,9062,0.00931712
Meizhou City,441400,2010,1179823,9934,0.00841991
Meizhou City,441400,2011,1482116,12926,0.00872131
Meizhou City,441400,2012,1755253,24303,0.01384587
Meizhou City,441400,2013,2062983,12649,0.00613141
Meizhou City,441400,2014,2700192,15046,0.0055722
Meizhou City,441400,2015,3763738,40733,0.01082249
Meizhou City,441400,2016,3840163,35423,0.00922435
Meizhou City,441400,2017,3951746,61918,0.01566852
Meizhou City,441400,2018,4451363,82364,0.0185031
Meizhou City,441400,2019,4438412,69695,0.01570269
Meizhou City,441400,2020,4743548,52928,0.01115789
Meizhou City,441400,2021,4430724,22732,0.00513054
Shanwei City,441500,2003,159653,685,0.00429056
Shanwei City,441500,2004,166144,445,0.0026784
Shanwei City,441500,2005,200506,583,0.00290764
Shanwei City,441500,2006,244401,484,0.00198035
Shanwei City,441500,2007,311127,2534,0.00814458
Shanwei City,441500,2008,401193,2700,0.00672993
Shanwei City,441500,2009,532082,3926,0.00737856
Shanwei City,441500,2010,565096,3974,0.00703243
Shanwei City,441500,2011,743658,7574,0.01018479
Shanwei City,441500,2012,879872,6822,0.0077534
Shanwei City,441500,2013,1053077,8254,0.00783798
Shanwei City,441500,2014,1248517,11276,0.00903151
Shanwei City,441500,2015,2129482,22498,0.01056501
Shanwei City,441500,2016,2068834,36853,0.01781342
Shanwei City,441500,2017,2225992,45660,0.0205122
Shanwei City,441500,2018,2519210,59644,0.02367568
Shanwei City,441500,2019,2789245,21029,0.00753932
Shanwei City,441500,2020,2665053,33876,0.01271119
Shanwei City,441500,2021,2796153,51258,0.01833161
Heyuan City,441600,2003,255588,1274,0.00498458
Heyuan City,441600,2004,299846,1100,0.00366855
Heyuan City,441600,2005,368474,1110,0.00301242
Heyuan City,441600,2006,458544,1316,0.00286995
Heyuan City,441600,2007,558471,3806,0.00681504
Heyuan City,441600,2008,632029,4224,0.00668324
Heyuan City,441600,2009,790470,6279,0.00794338
Heyuan City,441600,2010,945488,7961,0.00841999
Heyuan City,441600,2011,1100404,11598,0.01053977
Heyuan City,441600,2012,1344731,11970,0.00890141
Heyuan City,441600,2013,1697211,13521,0.0079666
Heyuan City,441600,2014,2106054,42567,0.02021173
Heyuan City,441600,2015,2683846,45390,0.0169123
Heyuan City,441600,2016,2939538,54133,0.01841548
Heyuan City,441600,2017,2828024,43028,0.01521486
Heyuan City,441600,2018,3349373,75356,0.02249854
Heyuan City,441600,2019,3731270,38868,0.01041683
Heyuan City,441600,2020,3617614,34099,0.00942583
Heyuan City,441600,2021,3470800,29531,0.00850841
Yangjiang City,441700,2003,179315,586,0.00326799
Yangjiang City,441700,2004,205020,699,0.00340942
Yangjiang City,441700,2005,231748,747,0.00322333
Yangjiang City,441700,2006,282857,890,0.00314647
Yangjiang City,441700,2007,356811,5422,0.01519572
Yangjiang City,441700,2008,459288,5792,0.01261082
Yangjiang City,441700,2009,566367,6752,0.0119216
Yangjiang City,441700,2010,649223,7992,0.0123101
Yangjiang City,441700,2011,810523,10501,0.01295583
Yangjiang City,441700,2012,1029023,13108,0.0127383
Yangjiang City,441700,2013,1142992,12020,0.01051626
Yangjiang City,441700,2014,1236039,11568,0.00935893
Yangjiang City,441700,2015,1709079,17828,0.01043135
Yangjiang City,441700,2016,1943148,19527,0.01004916
Yangjiang City,441700,2017,1931517,19151,0.009915
Yangjiang City,441700,2018,2262148,27673,0.01223306
Yangjiang City,441700,2019,2423425,39689,0.01637723
Yangjiang City,441700,2020,2498396,30667,0.01227468
Yangjiang City,441700,2021,2426231,4576,0.00188605
Qingyuan City,441800,2003,282151,1087,0.00385255
Qingyuan City,441800,2004,314371,864,0.00274835
Qingyuan City,441800,2005,381498,1421,0.00372479
Qingyuan City,441800,2006,495460,1925,0.00388528
Qingyuan City,441800,2007,619490,3062,0.00494278
Qingyuan City,441800,2008,761874,4671,0.00613094
Qingyuan City,441800,2009,1000529,7166,0.00716221
Qingyuan City,441800,2010,1328090,13275,0.00999556
Qingyuan City,441800,2011,1577586,17451,0.01106184
Qingyuan City,441800,2012,1720102,19610,0.01140049
Qingyuan City,441800,2013,1856505,20969,0.01129488
Qingyuan City,441800,2014,2139856,23748,0.01109794
Qingyuan City,441800,2015,2925944,28613,0.00977907
Qingyuan City,441800,2016,3037684,49942,0.01644081
Qingyuan City,441800,2017,3046250,40026,0.01313943
Qingyuan City,441800,2018,3420096,57419,0.01678871
Qingyuan City,441800,2019,3952770,84106,0.02127774
Qingyuan City,441800,2020,4118431,78477,0.01905507
Qingyuan City,441800,2021,4067847,36829,0.00905368
Dongguan city,441900,2003,765190,1280,0.00167279
Dongguan city,441900,2004,941554,6421,0.00681958
Dongguan city,441900,2005,1170427,3956,0.00337996
Dongguan city,441900,2006,1478955,3874,0.00261942
Dongguan city,441900,2007,1930968,91232,0.04724677
Dongguan city,441900,2008,2158269,93395,0.0432731
Dongguan city,441900,2009,2259371,116821,0.0517051
Dongguan city,441900,2010,2893306,79830,0.02759127
Dongguan city,441900,2011,3519171,181369,0.05153742
Dongguan city,441900,2012,3855844,185411,0.04808571
Dongguan city,441900,2013,4446589,170307,0.03830059
Dongguan city,441900,2014,4576816,141031,0.03081422
Dongguan city,441900,2015,5812410,308338,0.05304822
Dongguan city,441900,2016,5992899,279373,0.04661734
Dongguan city,441900,2017,6676462,339579,0.05086212
Dongguan city,441900,2018,7654053,393445,0.05140349
Dongguan city,441900,2019,8630134,253628,0.02938865
Dongguan city,441900,2020,8403253,341923,0.04068936
Dongguan city,441900,2021,8825324,328289,0.03719852
Zhongshan City,442000,2003,398741,1311,0.00328785
Zhongshan City,442000,2004,431798,1638,0.00379344
Zhongshan City,442000,2005,567056,1964,0.0034635
Zhongshan City,442000,2006,643558,2688,0.00417678
Zhongshan City,442000,2007,877559,26534,0.03023614
Zhongshan City,442000,2008,1016189,39921,0.03928501
Zhongshan City,442000,2009,1171169,47840,0.04084808
Zhongshan City,442000,2010,1458491,67248,0.04610793
Zhongshan City,442000,2011,1924470,83918,0.04360577
Zhongshan City,442000,2012,2152501,109585,0.05091055
Zhongshan City,442000,2013,2366583,105594,0.04461876
Zhongshan City,442000,2014,2612636,128694,0.0492583
Zhongshan City,442000,2015,3541653,165573,0.0467502
Zhongshan City,442000,2016,3668972,278829,0.07599649
Zhongshan City,442000,2017,4552818,440982,0.09685913
Zhongshan City,442000,2018,4378919,410488,0.09374186
Zhongshan City,442000,2019,4117302,333279,0.08094597
Zhongshan City,442000,2020,3756304,239308,0.06370837
Zhongshan City,442000,2021,4724790,255318,0.05403796
Chaozhou City,445100,2003,173195,209,0.00120673
Chaozhou City,445100,2004,188779,454,0.00240493
Chaozhou City,445100,2005,213648,750,0.00351045
Chaozhou City,445100,2006,263393,1235,0.00468881
Chaozhou City,445100,2007,335441,3506,0.01045191
Chaozhou City,445100,2008,373610,4299,0.01150665
Chaozhou City,445100,2009,442984,5024,0.01134127
Chaozhou City,445100,2010,559920,4434,0.00791899
Chaozhou City,445100,2011,635035,7209,0.01135213
Chaozhou City,445100,2012,778125,14860,0.01909719
Chaozhou City,445100,2013,855845,5729,0.00669397
Chaozhou City,445100,2014,1050911,5395,0.00513364
Chaozhou City,445100,2015,1476025,28884,0.01956877
Chaozhou City,445100,2016,1466967,19773,0.01347883
Chaozhou City,445100,2017,1428209,14397,0.01008046
Chaozhou City,445100,2018,1851217,13359,0.00721633
Chaozhou City,445100,2019,1971576,19282,0.00977999
Chaozhou City,445100,2020,2171659,9732,0.00448137
Chaozhou City,445100,2021,2099826,10776,0.00513185
Jieyang City,445200,2003,308953,0,0.0
Jieyang City,445200,2004,289511,630,0.00217608
Jieyang City,445200,2005,309877,1260,0.00406613
Jieyang City,445200,2006,386587,1376,0.00355935
Jieyang City,445200,2007,515172,4568,0.00886694
Jieyang City,445200,2008,623369,3063,0.00491362
Jieyang City,445200,2009,771324,4419,0.00572911
Jieyang City,445200,2010,946830,4781,0.00504948
Jieyang City,445200,2011,1239157,9517,0.00768022
Jieyang City,445200,2012,1494776,16475,0.01102172
Jieyang City,445200,2013,1637455,6596,0.0040282
